Fighter_iD,Name,Record,Height,Weight,Reach,STANCE,DOB,SLpM,Str. Acc.,SApM,Str. Def,TD Avg.,TD Acc.,TD Def.,Sub. Avg.
1785,Jean Francois Lenogue, 16-17-3,"6' 0""",185,--,Orthodox,"Nov 29, 1972",1.13,34,0.27,60,0,0,33,0
1786,Loma Lookboonmee, 6-2-0,"5' 1""",115,"61""",Orthodox,"Jan 18, 1996",5.27,58,3.13,54,1.5,37,76,0
1787,Christophe Leninger, 3-4-0,"6' 0""",200,--,Southpaw,--,0,0,0,0,0,0,0,0
1788,Thaddeus Luster, 0-1-0,"6' 3""",210,--,,--,0,0,0,0,0,0,0,0
1789,Bobby Lashley, 15-2-0,"6' 3""",255,"78""",Orthodox,"Jul 16, 1976",3.1,63,0.76,63,11.47,70,0,0
1790,John Lewis, 3-4-3,"6' 0""",155,--,Southpaw,--,0,0,4,66,0,0,0,0
1791,Adam Lynn, 17-10-0 (1 NC),"5' 10""",155,--,Orthodox,--,1.47,63,6.95,10,0,0,50,0
1792,Stefan Leko, 0-3-0,"6' 2""",215,--,Orthodox,"Jun 03, 1974",2.4,43,6.17,68,0,0,0,0
1793,Frank Lester, 11-6-0 (1 NC),"5' 11""",170,--,Orthodox,"Jun 10, 1984",2.18,36,3.82,53,0,0,0,0
1794,Jesse Lennox, 14-4-0,"5' 9""",170,"72""",Orthodox,"Mar 10, 1982",2.69,32,3.2,64,1.22,66,63,0.3
1795,Dalcha Lungiambula, 11-2-0,"5' 8""",185,"76""",Orthodox,"Jul 31, 1987",1.85,50,2.27,43,2.07,50,75,0
1796,Tucker Lutz, 12-1-0,"5' 8""",155,"72""",Orthodox,"Jul 12, 1994",5.09,52,3.67,45,2.33,63,84,0.3
1797,Kimo Leopoldo, 10-7-1,"6' 3""",235,--,Orthodox,"Jan 05, 1968",0.76,83,2.12,30,4.55,100,0,2.3
1798,Scott Lighty, 6-2-0,"6' 2""",205,--,,"Oct 15, 1978",2.91,21,4.24,49,0,0,0,0
1799,David Levicki, 1-3-0,"6' 5""",275,--,,--,0,0,0,0,0,0,0,0
1800,Thanh Le, 6-1-0,"5' 9""",145,"74""",Orthodox,"Aug 28, 1985",1.97,40,1.82,70,0,0,100,0
1801,Chris Liguori, 15-10-0,"5' 9""",185,--,Orthodox,--,0.29,33,1.44,0,0,0,50,0
1802,Tim Lajcik, 7-6-1,"6' 1""",225,--,Orthodox,"Jun 21, 1965",0,0,0,0,0,0,0,0
1803,Ricardo Lamas, 20-8-0,"5' 8""",145,"71""",Orthodox,"May 21, 1982",3.13,47,2.87,57,1.84,33,46,0.9
1804,Derrick Lewis, 25-7-0 (1 NC),"6' 3""",260,"79""",Orthodox,"Feb 07, 1985",2.59,50,2.16,44,0.52,26,54,0
1805,Vicente Luque, 20-7-1,"5' 11""",170,"75""",Orthodox,"Nov 27, 1991",5.74,54,5.78,52,0.66,50,65,0.9
1806,Michael Lerma, 0-1-0,--,--,--,,--,0,0,6.47,45,0,0,0,0
1807,Artem Lobov, 13-15-1 (1 NC),"5' 9""",145,"65""",Southpaw,"Aug 11, 1986",3.52,41,4.82,50,0.39,25,52,0
1808,Austen Lane, 2-1-0,"6' 6""",245,--,Orthodox,"Nov 09, 1987",5.26,35,6.32,60,0,0,0,0
1809,Justin Lawrence, 10-4-0,"5' 8""",145,"67""",Orthodox,"May 15, 1990",3.84,35,2.83,67,0.72,28,73,0
1810,Abner Lloveras, 20-9-1,"5' 11""",155,--,,"Sep 04, 1982",6.27,49,6.87,43,2,20,0,0
1811,Lorenz Larkin, 18-6-0 (1 NC),"5' 11""",170,"72""",Orthodox,"Sep 03, 1986",3.53,46,2.74,63,0.27,42,79,0.1
1812,Sione Latu, 1-0-0,"6' 0""",215,--,,--,0,0,0,0,0,0,0,0
1813,John Lineker, 31-9-0,"5' 3""",135,"67""",Orthodox,"Jun 12, 1990",5.36,40,4.27,56,0.56,58,67,0.6
1814,Alberta Cerra Leon, 0-1-0,"5' 8""",238,--,,--,0,0,0,0,0,0,0,0
1815,Valerie Letourneau, 8-6-0,"5' 7""",115,"68""",Orthodox,"Apr 29, 1983",4.51,37,5.4,58,0.77,45,66,0.3
1816,Kevin Lee, 18-6-0,"5' 9""",170,"77""",Orthodox,"Sep 04, 1992",3.9,42,3.23,51,3.21,43,75,0.8
1817,Chad Laprise, 13-4-0,"5' 10""",170,"71""",Orthodox,"Jul 23, 1986",4.78,42,3.59,65,1.05,54,78,0
1818,Jason Lambert, 26-13-0,"6' 3""",185,"75""",Orthodox,"Jun 03, 1975",3.21,58,1.84,50,1.35,36,28,2.4
1819,Hector Lombard, 34-10-1 (2 NC),"5' 9""",185,"71""",Southpaw,"Feb 02, 1978",3.02,46,3.35,53,1.69,48,77,0.5
1820,Christopher Lopez, 9-1-0 (1 NC),"5' 10""",170,--,,"Jan 30, 1986",0,0,0,0,0,0,0,0
1821,Justin Ledet, 9-4-0 (1 NC),"6' 4""",205,"80""",Orthodox,"Sep 28, 1988",3.35,39,4.82,49,0.23,50,42,0.2
1822,Joe Lauzon, 28-16-0,"5' 10""",155,"71""",Orthodox,"May 22, 1984",2.84,39,5.39,54,2.39,45,54,2
1823,Mounir Lazzez, 10-2-0,"6' 1""",170,"76""",Orthodox,"Nov 16, 1987",5.69,55,4.78,45,3.41,100,60,0
1824,Ronnie Lawrence, 7-1-0,"5' 8""",135,"68""",Switch,"Jun 13, 1992",3.8,58,1.09,61,10.86,76,100,0.5
1825,Eric Lawson, 9-5-0,"6' 0""",185,--,Orthodox,--,1.58,57,1.97,44,8.88,42,0,3
1826,Ricky Legere Jr., 14-4-0,"5' 8""",170,--,,--,1.07,41,1.53,60,5,41,0,0
1827,Matthew Lopez, 10-4-0,"5' 7""",135,"69""",Southpaw,"Jan 21, 1987",3.13,50,3.73,55,3.32,60,71,1.3
1828,Jakob Lovstad, 11-4-0,"6' 3""",205,--,Orthodox,--,0,0,9.43,35,0,0,0,0
1829,Jake Lindsey, 12-7-0,"5' 11""",155,--,Switch,"Jun 21, 1986",3.44,52,4.01,46,0.65,33,50,0
1830,Cleber Luciano, 14-6-0,"5' 6""",155,--,,--,0,0,0,0,0,0,0,0
1831,Ryan LaFlare, 14-3-0,"6' 1""",170,"74""",Southpaw,"Oct 01, 1983",2.89,40,1.86,63,2.13,44,58,0.2
1832,Travis Lutter, 10-6-0,"5' 11""",185,"75""",Orthodox,"May 12, 1973",0.41,32,2.42,42,1.95,24,30,0.7
1833,Amanda Lemos, 9-1-1,"5' 4""",115,"65""",Southpaw,"May 22, 1987",6.21,64,5.39,45,1.98,100,100,0.5
1834,Ange Loosa, 7-1-0,"5' 9""",170,--,,"Mar 18, 1994",0,0,0,0,0,0,0,0
1835,Cung Le, 9-3-0,"5' 9""",185,"70""",Southpaw,"May 25, 1972",4.36,48,2.98,66,1.37,71,88,0.3
1836,Robbie Lawler, 28-15-0 (1 NC),"5' 11""",170,"74""",Southpaw,"Mar 20, 1982",3.5,45,4.16,60,0.68,64,64,0
1837,Miguel Linares, 2-4-0,--,--,--,,--,6.51,50,8.84,36,0,0,0,0
1838,Valmir Lazaro, 15-5-0,"6' 0""",155,"73""",Orthodox,"Aug 15, 1985",4.87,37,4.09,61,1.33,40,96,0
1839,Aspen Ladd, 9-1-0,"5' 6""",135,"66""",Orthodox,"Mar 01, 1995",5.22,55,4.84,46,2.45,75,66,1.2
1840,Ilir Latifi, 16-8-0 (1 NC),"5' 10""",230,"73""",Orthodox,"Jul 28, 1983",1.84,39,2.86,56,2.02,34,100,0.4
1841,Nate Landwehr, 14-4-0,"5' 9""",145,"72""",Orthodox,"Jun 06, 1988",7.02,50,7.67,51,0,0,85,0
1842,Mickael Lebout, 16-7-1 (1 NC),"5' 11""",155,"73""",Orthodox,"Aug 16, 1987",2.6,34,2.98,54,0,0,60,0
1843,Brandon Lowe, 2-1-0,--,155,--,,--,0,0,0,0,0,0,0,0
1844,Dhiego Lima, 17-9-0,"6' 2""",170,"75""",Orthodox,"Jan 31, 1989",3.12,39,3.88,58,1.26,34,73,0.6
1845,Dan Lauzon, 17-6-0,"5' 10""",155,--,Orthodox,"Mar 30, 1988",1.34,25,4.09,61,1.63,33,80,2.7
1846,James Lee, 15-3-0 (1 NC),"5' 11""",205,--,Southpaw,"Sep 22, 1973",1.4,42,3.72,27,13.95,50,0,7
1847,Ryan Larson, 6-2-0,--,170,--,,"Dec 30, 1980",0,0,0,0,0,0,0,0
1848,Rashard Lovelace, 4-1-0,--,155,--,,--,0,0,0,0,0,0,0,0
1849,John Lober, 5-9-4,"5' 11""",199,--,Orthodox,"Feb 26, 1968",0,0,0,0,0,0,0,0
1850,Robert Lucarelli, 0-1-0,"6' 2""",245,--,,--,0,0,0,0,0,0,0,0
1851,Dylan Lockard, 6-2-0,"5' 9""",145,"72""",Orthodox,"May 19, 1992",1.31,53,3.31,52,2.31,40,28,1.2
1852,Jeremy Lang, 21-2-0,"5' 11""",205,--,Southpaw,"May 11, 1975",1.13,50,1.41,42,4.22,60,0,4.2
1853,Noad Lahat, 11-2-0,"5' 9""",145,"69""",Orthodox,"Jun 08, 1984",2.79,46,1.47,63,2.37,26,16,2.4
1854,Josh LaBerge, 11-6-0,"5' 10""",145,--,,--,2.53,36,5.33,44,0,0,71,0
1855,Michael Lombardo, 11-2-0 (1 NC),"6' 0""",170,"72""",Orthodox,"Apr 03, 1990",1.47,62,2.63,31,2.5,21,60,0
1856,Benito Lopez, 10-1-0,"5' 10""",135,"73""",Switch,"Apr 06, 1994",4.49,44,4.8,58,0,0,78,0.3
1857,Imani Lee, 2-4-0,--,--,--,Orthodox,--,0,0,0.94,33,0,0,0,0
1858,Natan Levy, 6-0-0,"5' 9""",155,"71""",Southpaw,"Sep 30, 1991",1.65,60,0.82,57,2.75,100,100,2.8
1859,Victoria Leonardo, 8-4-0,"5' 5""",125,"64""",Orthodox,"Feb 16, 1990",3.4,37,4.15,47,2.39,37,0,0
1860,Brock Larson, 42-10-0,"5' 11""",170,"71""",Southpaw,"Aug 23, 1977",1.39,46,1.5,55,2.67,34,43,2
1861,Ben Lagman, 6-5-0,"6' 2""",185,--,,"Sep 04, 1986",0,0,0,0,0,0,0,0
1862,Mike Lullo, 8-3-0,"5' 8""",145,--,Orthodox,"Jul 24, 1979",2.48,36,4.84,40,1.18,11,0,0.6
1863,Juliana Lima, 9-5-0,"5' 5""",115,"65""",Orthodox,"Mar 15, 1982",1.94,44,2.11,55,1.72,31,70,0
1864,Wesley Little, 4-8-0,"6' 4""",205,--,,--,0,0,0,0,0,0,0,0
1865,Jorge Lopez, 11-5-0,"5' 10""",170,--,Orthodox,"Nov 21, 1988",2.47,59,2.57,50,3.5,41,81,0
1866,Achmed Labasanov, 7-4-0,"6' 3""",215,--,Orthodox,"Apr 24, 1978",0.75,39,1.1,46,3,100,0,0.8
1867,Jae Suk Lim, 17-6-0,"5' 9""",170,--,Orthodox,"Nov 09, 1979",2.43,50,4.05,37,12.16,100,100,0
1868,David Lee, 12-10-0,"5' 10""",155,--,Orthodox,--,1.49,50,3.31,42,0,0,50,0
1869,Joe Lowry, 9-2-0,"5' 11""",155,"73""",Orthodox,"Dec 12, 1989",3.97,34,4.25,63,0,0,0,0
1870,Rocky Lee, 3-2-0,"5' 9""",145,--,Orthodox,"Apr 08, 1987",2.47,51,5.33,44,1,10,33,0
1871,Icho Larenas, 6-5-0,"6' 3""",235,--,Orthodox,"Mar 12, 1980",0.17,15,2.5,28,0,0,14,0
1872,Muhammed Lawal, 21-6-0 (1 NC),"6' 0""",205,"78""",Southpaw,"Jan 11, 1981",3.79,52,1.61,66,5.96,75,87,0
1873,Waylon Lowe, 16-7-0 (2 NC),"5' 7""",145,--,Southpaw,"Oct 31, 1980",1.88,55,2.4,53,4.47,55,83,0.3
1874,Steve Lopez, 13-6-1,"5' 11""",155,--,Orthodox,"Jul 30, 1984",1.39,24,2.69,62,0,0,37,0
1875,Lucio Linhares, 19-8-0,"6' 2""",185,--,Orthodox,"Dec 08, 1973",0.99,22,3.47,34,1.86,50,50,1.9
1876,Ivan Lopez, 14-3-1,"5' 6""",135,--,Southpaw,--,0.9,26,2.24,65,0,0,30,0
1877,Dileno Lopes, 19-3-0,"5' 5""",135,--,,"Sep 26, 1984",2.37,36,3.33,53,2.5,31,100,1.5
1878,Gabe Lemley, 13-9-0,"5' 8""",155,--,Orthodox,--,0.82,35,6.03,45,0,0,0,0
1879,Ian Loveland, 18-10-0,"5' 8""",145,--,Orthodox,"Sep 07, 1983",2.71,40,2.36,64,1,37,69,0.3
1880,Matt Lindland, 22-9-0,"6' 0""",185,"74""",Southpaw,"May 17, 1970",2.62,50,1.56,52,3.01,48,60,1.3
1881,Donnie Liles, 17-7-0,"5' 9""",170,--,Orthodox,--,2.25,41,1.75,65,2.5,28,0,1.2
1882,Lionel Lanham, 5-1-0,--,205,--,,"Aug 31, 1980",0,0,0,0,0,0,0,0
1883,Jeremy Larsen, 8-5-0,"5' 10""",145,"70""",Orthodox,"May 18, 1984",4.87,48,5.75,57,2.49,33,0,0
1884,Lukasz Les, 8-3-0,--,170,--,,"Nov 05, 1981",0,0,0,0,0,0,0,0
1885,Gustavo Lopez, 12-6-0,"5' 5""",135,"67""",Orthodox,"Jun 27, 1989",2.24,41,4.65,51,1.07,50,27,0.5
1886,Jeremiah Labiano, 11-5-0,"5' 10""",135,--,,--,0,0,0,0,0,0,0,0
1887,Brian Lo-A-Njoe, 6-10-3,"5' 7""",155,--,Orthodox,--,3.87,42,0,0,0,0,66,0
1888,Vaughan Lee, 14-13-1,"5' 6""",125,"66""",Orthodox,"Oct 15, 1982",3.47,47,2.07,70,0.81,33,72,1
1889,Tom Lawlor, 10-6-0 (1 NC),"6' 0""",205,"74""",Southpaw,"May 15, 1983",2.5,42,2.41,60,2.46,32,57,1.4
1890,Christian Lohsen, 4-2-0,"6' 2""",155,"77""",Southpaw,"Jan 24, 1995",5.27,49,6.93,44,0,0,0,2
1891,Giacomo Lemos, 6-0-0,"6' 3""",247,"75""",Orthodox,"Jun 23, 1989",0,0,0,0,0,0,0,0
1892,Leah Letson, 5-2-0,"5' 7""",145,"71""",,"Aug 21, 1992",4.87,40,3.8,63,0,0,100,0
1893,Chi Lewis-Parry, 7-0-1 (2 NC),"6' 9""",243,--,,"Aug 10, 1983",0,0,0,0,0,0,0,0
1894,Ariane Lipski, 13-7-0,"5' 6""",125,"67""",Orthodox,"Jan 26, 1994",2.76,33,4.25,48,0.23,25,42,0.5
1895,Sam Liera, 12-10-0,--,--,--,,--,0.82,60,7.36,51,0,0,66,0
1896,Nik Lentz, 30-12-2 (1 NC),"5' 8""",145,"68""",Orthodox,"Aug 13, 1984",3.44,47,3.25,50,3.3,32,43,1.2
1897,Dean Lister, 13-7-0,"6' 1""",185,"75""",Orthodox,"Feb 13, 1976",1.26,35,1.89,61,1.58,15,50,1.1
1898,Jordan Leavitt, 8-1-0,"5' 9""",155,"71""",Southpaw,"Jun 02, 1995",1.33,60,1.12,46,3.06,40,0,0.8
1899,Brandon Lewis, 5-0-0,"5' 4""",135,--,,"Aug 02, 1997",0,0,0,0,0,0,0,0
1900,Stevie Lynch, 5-2-0,"5' 10""",170,--,Orthodox,--,2.47,25,7.06,41,0,0,0,0
1901,Brendan Loughnane, 17-3-0,"5' 10""",145,"70""",Switch,"Dec 05, 1989",6.23,63,6.7,53,1.5,30,92,0
1902,Marcus LeVesseur, 22-7-0,"5' 9""",155,"70""",Southpaw,"Jul 17, 1982",2.55,64,3.7,37,3.89,36,83,0.6
1903,TJ Laramie, 12-4-0,"5' 6""",145,"66""",Orthodox,"Oct 15, 1997",2.73,51,3.24,26,2.56,50,0,0
1904,Douglas Lima, 29-6-0,"6' 1""",170,--,,"Jan 05, 1988",1.92,36,2.84,60,0.6,100,46,0
1905,Justin Levens, 10-7-0,"5' 11""",185,--,Orthodox,"Apr 18, 1980",1.24,47,3.15,37,1.69,50,33,5.1
1906,Aaron Lanfranco, 5-1-0,--,155,--,,"Aug 26, 1986",0,0,0,0,0,0,0,0
1907,Kyle Levinton, 0-3-0,--,--,--,,--,0,0,0,0,0,0,0,0
1908,Duane Ludwig, 21-14-0,"5' 10""",170,"70""",Orthodox,"Aug 04, 1978",4.62,44,3.05,57,0.43,25,59,0.1
1909,Austin Lingo, 8-1-0,"5' 10""",145,"70""",Orthodox,"Jul 10, 1994",3.57,44,3.17,62,1,66,76,0
1910,Tina Lahdemaki, 5-1-0,"5' 2""",115,--,Orthodox,"May 28, 1988",1.93,20,4.67,57,0,0,16,0
1911,Thales Leites, 28-9-0,"6' 1""",185,"78""",Orthodox,"Sep 06, 1981",2.13,40,2.99,52,2.1,27,30,1.1
1912,Matt Lucas, 15-3-0,"6' 1""",205,--,,--,1.27,48,3.93,40,1,10,0,0
1913,Alexandru Lungu, 14-4-0,"6' 0""",385,--,Orthodox,"Sep 03, 1974",3.61,66,7.22,40,0,0,0,0
1914,Stephen Ledbetter, 8-3-0,"5' 9""",145,--,Orthodox,"Jun 30, 1982",1.2,38,1.6,57,5,45,100,0
1915,Matt Lee, 14-10-1,"5' 11""",155,--,Orthodox,--,0,0,9.68,21,0,0,0,0
1916,Lucas Lopes, 29-19-0,"6' 2""",185,--,,"Oct 05, 1979",0,0,0,0,0,0,0,0
1917,Zach Light, 9-11-0,"5' 8""",170,--,Orthodox,"Feb 06, 1974",0.81,33,1.9,48,1.36,100,0,0
1918,Chatt Lavender, 9-7-0,"5' 8""",170,--,,"May 24, 1976",0,0,0,0,0,0,0,0
1919,David Loiseau, 23-11-0,"6' 0""",185,"76""",Orthodox,"Dec 17, 1979",1.59,44,3.64,43,0.43,42,36,0.1
1920,Lance Lawrence, 4-1-0,"6' 1""",145,"74""",Orthodox,"Jun 26, 1993",5.87,50,9.8,24,1,100,50,0
1921,Sean Lally, 7-3-0,"6' 0""",170,--,Orthodox,"Nov 04, 1990",5.34,39,7.23,30,0,0,0,0
1922,Randa Markos, 10-12-1,"5' 4""",115,"63""",Orthodox,"Aug 10, 1985",2.87,42,3.27,58,1.2,28,52,0.2
1923,Ricardo Morais, 10-4-1,"6' 8""",270,--,Orthodox,"Feb 26, 1967",2.86,37,2.39,53,0,0,0,0
1924,Mike Moreno, 6-5-0,"6' 0""",185,--,,--,1.27,51,1.07,58,0,0,44,0
1925,Adam Meredith, 5-3-0,"6' 2""",170,--,,--,2.63,50,2.11,55,7.89,100,100,7.9
1926,Rhys McKee, 10-4-1,"6' 2""",170,"78""",Orthodox,"Sep 10, 1995",6.83,53,11.9,43,0,0,20,0
1927,Gilbert Melendez, 22-8-0,"5' 9""",145,"73""",Orthodox,"Apr 12, 1982",3.44,33,2.53,63,1.64,41,71,0.2
1928,Carmelo Marrero, 16-6-0 (1 NC),"6' 0""",205,"73""",Orthodox,"Jan 26, 1981",0.84,34,2.04,54,3.21,36,36,0.9
1929,Sabina Mazo, 9-2-0,"5' 7""",135,"70""",Orthodox,"Mar 25, 1997",6.56,44,3.91,60,0.81,80,66,0.2
1930,Uros Medic, 7-0-0,"6' 1""",155,"71""",Southpaw,"Apr 25, 1993",19.91,77,0.52,86,0,0,100,0
1931,Marvin Maldonado, 2-4-0 (1 NC),"5' 6""",135,--,,--,0.87,56,3.47,43,0,0,20,0
1932,Marcelo Mello, 1-0-0,"5' 7""",170,--,Southpaw,--,0,0,0,0,0,0,0,0
1933,Kanako Murata, 12-2-0,"5' 1""",115,"62""",Orthodox,"Aug 10, 1993",2.08,59,2.6,53,2.4,40,0,1.2
1934,Ryan McGivern, 13-7-0,"6' 0""",185,--,Orthodox,"Jan 17, 1980",2.22,29,2.22,57,0,0,0,0
1935,Nate Maness, 13-1-0,"5' 10""",135,"72""",Orthodox,"Jun 27, 1991",2.4,45,4.63,45,1.33,66,88,0.7
1936,Danilo Marques, 11-2-0,"6' 6""",205,"77""",Orthodox,"Dec 26, 1985",1.81,88,1.41,50,4.83,34,0,1.2
1937,Jeremiah Metcalf, 13-7-0,"6' 1""",185,--,Orthodox,--,1.74,59,0.27,60,4.02,66,100,2
1938,Omar Morales, 11-1-0,"5' 11""",145,"73""",Orthodox,"Oct 17, 1985",3.66,37,3.01,63,0.68,100,87,0
1939,Lerone Murphy, 10-0-1,"5' 9""",145,"73""",Orthodox,"Jul 22, 1991",2.86,42,2.07,63,0.87,33,41,0.9
1940,Fazlo Mulabitinovic, 4-2-0,--,135,--,,--,0.54,16,0,100,0,0,0,8
1941,Mike Minniger, 0-0-0,--,--,--,,--,0,0,0,0,0,0,0,0
1942,Gray Maynard, 13-7-1 (1 NC),"5' 9""",155,"70""",Orthodox,"May 09, 1979",1.92,32,2.64,66,2.91,47,81,0.7
1943,Valesca Machado, 8-2-0 (1 NC),"5' 4""",115,--,,"May 06, 1996",0,0,0,0,0,0,0,0
1944,Erick Montano, 7-5-0,"6' 0""",170,"73""",Orthodox,"Nov 19, 1985",2.79,44,2.06,64,2.29,36,66,0
1945,Jack McGlaughlin, 1-4-0,--,--,--,Orthodox,--,0,0,0,0,0,0,0,0
1946,Miranda Maverick, 11-2-0,"5' 3""",125,"65""",Southpaw,"Jul 01, 1997",6,48,2.85,61,2.25,75,50,0
1947,Eliot Marshall, 10-4-0,"6' 2""",205,"77""",Orthodox,"Jul 07, 1980",1.93,27,2.39,67,0.47,33,79,0.9
1948,Rob MacDonald, 5-4-0,"6' 3""",205,"78""",Orthodox,"Sep 05, 1978",1.8,50,2.04,46,7.19,80,80,5.4
1949,Josh McDonald, 9-5-0 (1 NC),--,185,--,,--,0.8,57,3.4,33,9,50,0,0
1950,Thiago Moises, 15-4-0,"5' 9""",155,"70""",Orthodox,"Mar 23, 1995",2.85,37,3.88,60,1.06,33,63,1.2
1951,Lucas Martins, 19-3-0,"6' 0""",145,"72""",Southpaw,"Nov 11, 1988",2.87,35,4.14,60,0,0,76,0.5
1952,Belal Muhammad, 19-3-0 (1 NC),"5' 11""",170,"72""",Orthodox,"Jul 09, 1988",4.61,42,3.8,60,1.8,28,91,0.2
1953,Jon Madsen, 8-2-0,"6' 0""",240,"72""",Orthodox,"Feb 12, 1980",2.46,41,1.18,81,1.32,71,70,0
1954,Darrick Minner, 26-11-0,"5' 7""",145,"69""",Orthodox,"Apr 28, 1990",3.24,70,1.4,43,3,62,60,3.6
1955,Victor Martinez, 12-4-0,"5' 10""",155,--,,"Jul 17, 1991",0,0,0,0,0,0,0,0
1956,Maryna Moroz, 10-3-0,"5' 7""",125,"67""",Orthodox,"Sep 08, 1991",4.09,31,4.15,53,0.56,18,47,0.4
1957,AJ Matthews, 8-7-0,"5' 11""",185,--,,--,5.11,52,4.96,51,0,0,100,0
1958,Scott Morris, 2-1-0,"5' 10""",210,--,Orthodox,--,0,0,0,0,0,0,0,0
1959,Neil Magny, 25-9-0,"6' 3""",170,"80""",Orthodox,"Aug 03, 1987",3.67,46,2.06,56,2.44,42,57,0.3
1960,Frank Mir, 18-11-0,"6' 3""",264,"79""",Southpaw,"May 24, 1979",2.18,47,3.84,38,2.02,40,54,2
1961,Leonardo Morales, 6-2-0,"5' 8""",135,--,Southpaw,"Dec 22, 1992",2.05,47,2.05,58,0,0,62,0
1962,Bea Malecki, 4-0-0,"5' 9""",135,"74""",Orthodox,"Aug 23, 1991",6.78,46,6.14,62,0,0,78,1.4
1963,Alex Morono, 19-7-0 (1 NC),"5' 11""",170,"72""",Orthodox,"Aug 16, 1990",5.05,42,3.69,56,0.43,25,52,0.4
1964,Damir Mirenic, 9-4-0,"6' 0""",185,--,Orthodox,"Aug 02, 1974",0.84,50,9.86,35,0,0,0,0
1965,Hiromitsu Miura, 12-7-0,"5' 9""",170,"71""",Orthodox,"Sep 22, 1981",2.12,34,2.12,58,2.23,50,69,0.6
1966,Cesar Marscucci, 3-2-0,--,--,--,,--,0,0,0,0,0,0,0,0
1967,Dustin Moore, 0-2-0,"5' 4""",125,--,,--,0,0,0,0,0,0,0,0
1968,Terry Martin, 23-11-0,"5' 8""",185,"71""",Orthodox,"Oct 10, 1980",2.82,43,3.13,54,3.1,42,92,0
1969,Chad Mendes, 18-5-0,"5' 6""",145,"66""",Orthodox,"May 01, 1985",2.78,49,2.35,67,4.13,55,100,0.3
1970,John Marsh, 8-7-0,"6' 0""",265,--,Orthodox,"Sep 15, 1970",0.83,42,2.23,40,0.43,100,54,0.4
1971,Sean McCorkle, 17-7-0,"6' 7""",265,"81""",Orthodox,"Jul 17, 1976",0.85,44,2.48,52,2.12,40,33,4.2
1972,Khalid Murtazaliev, 14-2-0,"6' 0""",185,"76""",Orthodox,"Jul 15, 1993",4.8,69,0.4,78,7.5,100,33,0
1973,Jordan Mein, 31-12-0,"6' 0""",170,"73""",Orthodox,"Oct 10, 1989",3.35,44,2.55,69,1.56,58,66,0.2
1974,Andrew Montanez, 9-12-1,--,185,--,,--,0,0,0,0,0,0,0,0
1975,Mark Madsen, 10-0-0,"5' 8""",155,"72""",Orthodox,"Sep 23, 1984",2.28,42,2.53,46,8.33,64,0,0
1976,Steve Montgomery, 9-5-0,"6' 4""",185,--,Southpaw,"Dec 19, 1990",4.85,39,4.12,47,0,0,64,0
1977,Kazunari Murakami, 5-5-0,"6' 1""",220,--,Orthodox,"Nov 29, 1973",0,0,0,0,0,0,0,0
1978,Marlon Moraes, 23-8-1,"5' 6""",135,"67""",Orthodox,"Apr 26, 1988",3.38,39,4.11,56,1,41,66,0.4
1979,Marcos Mariano, 6-6-0,"6' 1""",155,"76""",Switch,"Oct 12, 1986",0.25,27,2.11,43,0,0,28,0
1980,Dave Menne, 45-17-2,"5' 10""",170,--,Orthodox,"Jul 29, 1974",1.84,44,1.99,42,0.46,50,57,2.5
1981,Kristof Midoux, 6-10-0,"6' 1""",220,--,Orthodox,"Jul 30, 1974",0.7,43,2.89,49,0,0,0,0
1982,Sarah Moras, 6-8-0,"5' 7""",135,"67""",Orthodox,"Apr 30, 1988",2.28,34,3.58,50,0.67,21,33,0.8
1983,Andre Mussi, 11-5-0,"6' 3""",242,--,Orthodox,--,0,0,10.59,35,0,0,0,0
1984,Curtis Millender, 17-5-0,"6' 2""",170,"76""",Orthodox,"Dec 01, 1987",3.86,46,2.95,61,0.43,100,57,0
1985,Don'Tale Mayes, 8-4-0,"6' 6""",260,"81""",Orthodox,"Jan 16, 1992",4.13,45,4.46,43,0.23,20,59,0
1986,Renato Moicano, 14-4-1,"5' 11""",155,"72""",Orthodox,"May 21, 1989",5.4,46,3.74,65,1.28,53,78,0.6
1987,Cole Miller, 21-11-0 (1 NC),"6' 1""",145,"73""",Orthodox,"Apr 26, 1984",3,33,3.88,59,0.6,36,38,1.8
1988,Henry Miller, 6-16-0 (1 NC),"5' 7""",270,--,Southpaw,"Jul 16, 1969",1.25,36,2.16,54,0.55,25,60,0
1989,Eiji Mitsuoka, 18-9-2,"5' 7""",145,--,Southpaw,"Jan 01, 1976",1.49,49,2.26,45,2.3,36,20,1.6
1990,Bristol Marunde, 16-10-0,"6' 1""",170,"75""",Orthodox,"Apr 20, 1982",1.42,21,4.4,47,1.6,33,14,0
1991,AJ McKee, 8-0-0,"5' 10""",145,--,,--,2.75,32,0.92,80,11.01,100,100,11
1992,Nate Moore, 8-4-0,"6' 0""",170,--,,--,2.21,25,2.87,42,1.23,16,25,0
1993,Joseph Morales, 9-2-0,"5' 6""",125,"69""",Switch,"Aug 22, 1994",1.58,37,1.72,60,0.53,50,23,2.6
1994,Peggy Morgan, 4-4-0,"6' 1""",135,--,,"Dec 16, 1979",2.27,23,8.2,33,0,0,50,0
1995,Christian Morecraft, 8-3-0,"6' 6""",260,"81""",Orthodox,"Sep 08, 1986",2.82,34,2.46,46,3.26,66,50,2.2
